TEST	TRAIT	NTOTAL	VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P
Conditional	Stroke-LAS	795	BCAS3_EC	SET	257	0.067434	0.03156	0.068893	0.16399
Global	Stroke-LAS	19268	BCAS3_EC	SET	257	0.026608	0.0030525	0.051251	0.30183
Conditional	Stroke-LAS	598	EDN1_EC	SET	227	-0.076916	-0.037358	0.078944	0.83485
Global	Stroke-LAS	19268	EDN1_EC	SET	227	-0.072884	-0.0078643	0.053091	0.91508
Conditional	Stroke-LAS	442	FLT1_EC	SET	192	0.077332	0.038375	0.092455	0.20169
Global	Stroke-LAS	19268	FLT1_EC	SET	192	-0.049111	-0.0048781	0.058775	0.79829
Conditional	Stroke-LAS	818	FN1_EC	SET	215	-0.11282	-0.049689	0.075464	0.93234
Global	Stroke-LAS	19268	FN1_EC	SET	215	-0.074273	-0.007802	0.052108	0.92296
Conditional	Stroke-LAS	1282	JCAD_EC	SET	33	-0.12128	-0.019214	0.1609	0.77444
Global	Stroke-LAS	19268	JCAD_EC	SET	33	-0.11677	-0.0048286	0.1353	0.80594
Conditional	Stroke-LAS	1254	PHACTR1_EC	SET	21	-0.056719	-0.0072811	0.189	0.61793
Global	Stroke-LAS	19268	PHACTR1_EC	SET	21	-0.047202	-0.0015575	0.17568	0.60591
Conditional	Stroke-LAS	1177	PLPP3_EC	SET	532	0.058759	0.029256	0.052831	0.13315
Global	Stroke-LAS	19268	PLPP3_EC	SET	532	0.063498	0.010405	0.034148	0.031488
Conditional	Stroke-LAS	2816	COMBINED_EC	SET	1138	0.023934	0.011747	0.031421	0.22315
Global	Stroke-LAS	19260	COMBINED_EC	SET	1138	0.0043748	0.0010315	0.023649	0.42662
Conditional	Stroke-LAS	489	ADAMTS7_SMC	SET	172	-0.19616	-0.093763	0.085701	0.98874
Global	Stroke-LAS	19268	ADAMTS7_SMC	SET	172	-0.1204	-0.011325	0.058522	0.98016
Conditional	Stroke-LAS	714	ARHGEF26_SMC	SET	130	0.089096	0.034407	0.090395	0.16233
Global	Stroke-LAS	19268	ARHGEF26_SMC	SET	130	0.046413	0.0037996	0.073913	0.26502
Conditional	Stroke-LAS	423	BCAS3_SMC	SET	44	-0.016855	-0.0051518	0.1374	0.54879
Global	Stroke-LAS	19268	BCAS3_SMC	SET	44	-0.022437	-0.001071	0.12475	0.57136
Conditional	Stroke-LAS	806	EDN1_SMC	SET	222	0.14794	0.066129	0.07162	0.0196
Global	Stroke-LAS	19268	EDN1_SMC	SET	222	0.033817	0.003609	0.051829	0.25705
Conditional	Stroke-LAS	1178	EDNRA_SMC	SET	201	-0.026261	-0.0098833	0.070068	0.64606
Global	Stroke-LAS	19268	EDNRA_SMC	SET	201	0.069215	0.0070325	0.052179	0.092353
Conditional	Stroke-LAS	1235	FN1_SMC	SET	374	-0.015878	-0.0072985	0.056878	0.60991
Global	Stroke-LAS	19268	FN1_SMC	SET	374	-0.00085585	-0.00011808	0.042386	0.50805
Conditional	Stroke-LAS	229	HDAC9_SMC	SET	19	0.071432	0.019747	0.20345	0.36292
Global	Stroke-LAS	19268	HDAC9_SMC	SET	19	-0.043362	-0.001361	0.21489	0.57996
Conditional	Stroke-LAS	261	JCAD_SMC	SET	93	-0.095279	-0.045718	0.11785	0.79022
Global	Stroke-LAS	19268	JCAD_SMC	SET	93	-0.047892	-0.0033193	0.080649	0.72368
Conditional	Stroke-LAS	1129	PHACTR1_SMC	SET	49	0.060133	0.012258	0.12491	0.31517
Global	Stroke-LAS	19268	PHACTR1_SMC	SET	49	-0.11461	-0.0057723	0.11304	0.84466
Conditional	Stroke-LAS	1633	PLPP3_SMC	SET	306	0.032113	0.012535	0.052867	0.27183
Global	Stroke-LAS	19268	PLPP3_SMC	SET	306	0.042927	0.0053667	0.044522	0.16749
Conditional	Stroke-LAS	2533	COMBINED_SMC	SET	1067	-0.0035098	-0.0017333	0.033955	0.54116
Global	Stroke-LAS	19259	COMBINED_SMC	SET	1067	0.0045061	0.0010309	0.024727	0.4277
Conditional	Stroke-LAS	1962	ARHGEF26_EC-SMC	SET	323	0.018541	0.0068775	0.049954	0.35528
Global	Stroke-LAS	19268	ARHGEF26_EC-SMC	SET	323	0.0021161	0.00027169	0.043594	0.48064
Conditional	Stroke-LAS	988	BCAS3_EC-SMC	SET	292	0.075794	0.034601	0.062961	0.11448
Global	Stroke-LAS	19268	BCAS3_EC-SMC	SET	292	0.013762	0.0016813	0.047865	0.38686
Conditional	Stroke-LAS	979	EDN1_EC-SMC	SET	420	0.044887	0.022228	0.057616	0.21807
Global	Stroke-LAS	19268	EDN1_EC-SMC	SET	420	-0.0020065	-0.00029301	0.038747	0.52065
Conditional	Stroke-LAS	1439	FN1_EC-SMC	SET	515	-0.022912	-0.010987	0.049918	0.67685
Global	Stroke-LAS	19268	FN1_EC-SMC	SET	515	-0.029717	-0.0047931	0.035044	0.80177
Conditional	Stroke-LAS	238	HDAC9_EC-SMC	SET	20	0.0008266	0.00022981	0.19766	0.49833
Global	Stroke-LAS	19268	HDAC9_EC-SMC	SET	20	-0.059261	-0.0019083	0.19331	0.62041
Conditional	Stroke-LAS	1363	JCAD_EC-SMC	SET	126	-0.11267	-0.032648	0.082651	0.91348
Global	Stroke-LAS	19268	JCAD_EC-SMC	SET	126	-0.066063	-0.0053249	0.069334	0.82965
Conditional	Stroke-LAS	1490	PHACTR1_EC-SMC	SET	67	0.045917	0.0095186	0.10571	0.33205
Global	Stroke-LAS	19268	PHACTR1_EC-SMC	SET	67	-0.048934	-0.0028806	0.097126	0.6928
Conditional	Stroke-LAS	1914	PLPP3_EC-SMC	SET	719	0.055269	0.026773	0.038617	0.076275
Global	Stroke-LAS	19268	PLPP3_EC-SMC	SET	719	0.03927	0.0074433	0.029446	0.091175
Conditional	Stroke-LAS	3425	COMBINED_EC-SMC	SET	1639	0.0093536	0.0046732	0.028083	0.36955
Global	Stroke-LAS	19258	COMBINED_EC-SMC	SET	1639	0.0085761	0.0023932	0.02021	0.33566
Conditional	Stroke-LAS	1792	ARHGEF26_EC-only	SET	193	0.0073338	0.0022741	0.06272	0.45346
Global	Stroke-LAS	19268	ARHGEF26_EC-only	SET	193	-0.021579	-0.0021489	0.054066	0.6551
Conditional	Stroke-LAS	786	BCAS3_EC-only	SET	248	0.061193	0.028456	0.069683	0.19007
Global	Stroke-LAS	19268	BCAS3_EC-only	SET	248	0.020131	0.0022692	0.051988	0.3493
Conditional	Stroke-LAS	569	EDN1_EC-only	SET	198	-0.067217	-0.032046	0.082284	0.79283
Global	Stroke-LAS	19268	EDN1_EC-only	SET	198	-0.045718	-0.0046107	0.057297	0.78753
Conditional	Stroke-LAS	744	FN1_EC-only	SET	141	-0.078542	-0.030803	0.088038	0.81369
Global	Stroke-LAS	19268	FN1_EC-only	SET	141	-0.092258	-0.0078635	0.06236	0.93048
Conditional	Stroke-LAS	1282	JCAD_EC-only	SET	33	-0.12128	-0.019214	0.1609	0.77444
Global	Stroke-LAS	19268	JCAD_EC-only	SET	33	-0.11677	-0.0048286	0.1353	0.80594
Conditional	Stroke-LAS	1251	PHACTR1_EC-only	SET	18	0.10951	0.013046	0.20529	0.29691
Global	Stroke-LAS	19268	PHACTR1_EC-only	SET	18	0.14055	0.0042939	0.1928	0.23301
Conditional	Stroke-LAS	1058	PLPP3_EC-only	SET	413	0.063453	0.030969	0.056795	0.13208
Global	Stroke-LAS	19268	PLPP3_EC-only	SET	413	0.035286	0.0051105	0.038642	0.18059
Conditional	Stroke-LAS	2250	COMBINED_EC-only	SET	572	0.032993	0.014369	0.040333	0.20672
Global	Stroke-LAS	19260	COMBINED_EC-only	SET	572	0.014904	0.00253	0.03316	0.32656
Conditional	Stroke-LAS	706	ARHGEF26_SMC-only	SET	122	0.082478	0.031205	0.09257	0.18663
Global	Stroke-LAS	19268	ARHGEF26_SMC-only	SET	122	0.015354	0.0012179	0.077901	0.42188
Conditional	Stroke-LAS	414	BCAS3_SMC-only	SET	35	-0.071092	-0.019802	0.14918	0.68304
Global	Stroke-LAS	19268	BCAS3_SMC-only	SET	35	-0.078784	-0.0033548	0.13823	0.71564
Conditional	Stroke-LAS	777	EDN1_SMC-only	SET	193	0.2016	0.087162	0.075756	0.0039779
Global	Stroke-LAS	19268	EDN1_SMC-only	SET	193	0.076019	0.0075703	0.055679	0.08609
Conditional	Stroke-LAS	1161	FN1_SMC-only	SET	300	0.043766	0.019167	0.061601	0.23878
Global	Stroke-LAS	19268	FN1_SMC-only	SET	300	0.007026	0.00086987	0.047203	0.44084
Conditional	Stroke-LAS	229	HDAC9_SMC-only	SET	19	0.071432	0.019747	0.20345	0.36292
Global	Stroke-LAS	19268	HDAC9_SMC-only	SET	19	-0.043362	-0.001361	0.21489	0.57996
Conditional	Stroke-LAS	261	JCAD_SMC-only	SET	93	-0.095279	-0.045718	0.11785	0.79022
Global	Stroke-LAS	19268	JCAD_SMC-only	SET	93	-0.047892	-0.0033193	0.080649	0.72368
Conditional	Stroke-LAS	1126	PHACTR1_SMC-only	SET	46	0.11164	0.022108	0.12799	0.19163
Global	Stroke-LAS	19268	PHACTR1_SMC-only	SET	46	-0.049765	-0.0024287	0.11664	0.66518
Conditional	Stroke-LAS	1514	PLPP3_SMC-only	SET	187	-0.0071469	-0.0023523	0.065047	0.54374
Global	Stroke-LAS	19268	PLPP3_SMC-only	SET	187	-0.029321	-0.0028746	0.056586	0.69782
Conditional	Stroke-LAS	1967	COMBINED_SMC-only	SET	501	-0.039266	-0.017112	0.045268	0.80708
Global	Stroke-LAS	19259	COMBINED_SMC-only	SET	501	0.017134	0.0027274	0.036156	0.3178
Conditional	Stroke-LAS	1647	ARHGEF26_EC-SMC-intersect	SET	8	0.18203	0.01266	0.32904	0.2901
Global	Stroke-LAS	19268	ARHGEF26_EC-SMC-intersect	SET	8	0.32571	0.0066356	0.23365	0.081667
Conditional	Stroke-LAS	705	BCAS3_EC-SMC-intersect	SET	9	0.19015	0.021361	0.31609	0.27383
Global	Stroke-LAS	19268	BCAS3_EC-SMC-intersect	SET	9	0.22399	0.00484	0.28901	0.21917
Conditional	Stroke-LAS	588	EDN1_EC-SMC-intersect	SET	29	-0.16138	-0.034973	0.1752	0.8213
Global	Stroke-LAS	19268	EDN1_EC-SMC-intersect	SET	29	-0.23991	-0.0093008	0.1418	0.95466
Conditional	Stroke-LAS	998	FN1_EC-SMC-intersect	SET	74	-0.16924	-0.044365	0.11316	0.93245
Global	Stroke-LAS	19268	FN1_EC-SMC-intersect	SET	74	-0.033031	-0.0020431	0.095394	0.63542
Conditional	Stroke-LAS	1426	PHACTR1_EC-SMC-intersect	SET	3	-0.97119	-0.044514	0.47267	0.97995
Global	Stroke-LAS	19268	PHACTR1_EC-SMC-intersect	SET	3	-1.1172	-0.013939	0.45857	0.99257
Conditional	Stroke-LAS	1314	PLPP3_EC-SMC-intersect	SET	119	0.11764	0.033775	0.080291	0.071556
Global	Stroke-LAS	19268	PLPP3_EC-SMC-intersect	SET	119	0.16129	0.012636	0.072337	0.012893
Conditional	Stroke-LAS	2352	COMBINED_EC-SMC-intersect	SET	566	-0.0081882	-0.003501	0.040286	0.58052
Global	Stroke-LAS	19258	COMBINED_EC-SMC-intersect	SET	566	-0.0061574	-0.00104	0.032779	0.5745
Conditional	Stroke-CES	1800	ARHGEF26_EC	SET	201	-0.049654	-0.015643	0.064636	0.77876
Global	Stroke-CES	19283	ARHGEF26_EC	SET	201	0.0059842	0.00060779	0.055445	0.45703
Conditional	Stroke-CES	796	BCAS3_EC	SET	257	-0.040867	-0.01912	0.068545	0.72439
Global	Stroke-CES	19283	BCAS3_EC	SET	257	0.047241	0.0054175	0.053314	0.18779
Conditional	Stroke-CES	598	EDN1_EC	SET	227	-0.083999	-0.040798	0.080254	0.85216
Global	Stroke-CES	19283	EDN1_EC	SET	227	-0.056563	-0.0061009	0.054575	0.84999
Conditional	Stroke-CES	444	FLT1_EC	SET	192	-0.0043456	-0.0021553	0.089133	0.51943
Global	Stroke-CES	19283	FLT1_EC	SET	192	0.074834	0.0074302	0.058261	0.099501
Conditional	Stroke-CES	819	FN1_EC	SET	216	-0.021125	-0.0093146	0.072146	0.61513
Global	Stroke-CES	19283	FN1_EC	SET	216	0.01664	0.0017513	0.05295	0.37667
Conditional	Stroke-CES	1284	JCAD_EC	SET	33	0.10548	0.016698	0.17575	0.27425
Global	Stroke-CES	19283	JCAD_EC	SET	33	0.11783	0.0048706	0.14043	0.20072
Conditional	Stroke-CES	1254	PHACTR1_EC	SET	21	-0.00086991	-0.00011167	0.17861	0.50194
Global	Stroke-CES	19283	PHACTR1_EC	SET	21	-0.17507	-0.0057743	0.18174	0.83228
Conditional	Stroke-CES	1177	PLPP3_EC	SET	532	0.063682	0.031707	0.054434	0.12114
Global	Stroke-CES	19283	PLPP3_EC	SET	532	0.07961	0.01304	0.035064	0.011599
Conditional	Stroke-CES	2821	COMBINED_EC	SET	1139	-0.0027769	-0.0013627	0.032383	0.53416
Global	Stroke-CES	19275	COMBINED_EC	SET	1139	0.033154	0.0078178	0.024302	0.086259
Conditional	Stroke-CES	489	ADAMTS7_SMC	SET	172	-0.13343	-0.063779	0.091887	0.92643
Global	Stroke-CES	19283	ADAMTS7_SMC	SET	172	-0.089492	-0.0084144	0.061251	0.92799
Conditional	Stroke-CES	714	ARHGEF26_SMC	SET	130	-0.0016123	-0.00062264	0.089398	0.50719
Global	Stroke-CES	19283	ARHGEF26_SMC	SET	130	0.027218	0.0022273	0.079705	0.36637
Conditional	Stroke-CES	423	BCAS3_SMC	SET	44	-0.018357	-0.0056107	0.14893	0.54902
Global	Stroke-CES	19283	BCAS3_SMC	SET	44	0.0016691	7.9642e-05	0.13669	0.49513
Conditional	Stroke-CES	806	EDN1_SMC	SET	222	0.0021742	0.00097188	0.07236	0.48802
Global	Stroke-CES	19283	EDN1_SMC	SET	222	0.018599	0.0019841	0.055258	0.36822
Conditional	Stroke-CES	1179	EDNRA_SMC	SET	201	0.038511	0.014489	0.067667	0.28469
Global	Stroke-CES	19283	EDNRA_SMC	SET	201	0.064817	0.0065832	0.05508	0.11965
Conditional	Stroke-CES	1238	FN1_SMC	SET	376	-0.0018459	-0.00084918	0.056771	0.51297
Global	Stroke-CES	19283	FN1_SMC	SET	376	0.026511	0.0036658	0.042955	0.26856
Conditional	Stroke-CES	229	HDAC9_SMC	SET	19	0.22929	0.063384	0.22609	0.1558
Global	Stroke-CES	19283	HDAC9_SMC	SET	19	0.012816	0.0004021	0.17184	0.47027
Conditional	Stroke-CES	261	JCAD_SMC	SET	93	-0.22981	-0.11027	0.12283	0.96875
Global	Stroke-CES	19283	JCAD_SMC	SET	93	-0.16529	-0.011451	0.084399	0.9749
Conditional	Stroke-CES	1130	PHACTR1_SMC	SET	49	-0.091537	-0.018652	0.13375	0.75306
Global	Stroke-CES	19283	PHACTR1_SMC	SET	49	-0.11646	-0.0058632	0.1213	0.83149
Conditional	Stroke-CES	1633	PLPP3_SMC	SET	306	0.01047	0.0040868	0.05345	0.42236
Global	Stroke-CES	19283	PLPP3_SMC	SET	306	0.013528	0.0016906	0.04508	0.38206
Conditional	Stroke-CES	2537	COMBINED_SMC	SET	1069	0.049462	0.024428	0.034911	0.078337
Global	Stroke-CES	19274	COMBINED_SMC	SET	1069	0.023635	0.0054099	0.025463	0.17665
Conditional	Stroke-CES	1962	ARHGEF26_EC-SMC	SET	323	0.00028006	0.00010388	0.051304	0.49782
Global	Stroke-CES	19283	ARHGEF26_EC-SMC	SET	323	0.015815	0.0020296	0.046166	0.36597
Conditional	Stroke-CES	989	BCAS3_EC-SMC	SET	292	-0.040571	-0.018516	0.063477	0.73856
Global	Stroke-CES	19283	BCAS3_EC-SMC	SET	292	0.032502	0.0039693	0.050267	0.25896
Conditional	Stroke-CES	979	EDN1_EC-SMC	SET	420	-0.018299	-0.0090613	0.057096	0.62566
Global	Stroke-CES	19283	EDN1_EC-SMC	SET	420	-0.018324	-0.0026747	0.040798	0.67333
Conditional	Stroke-CES	1442	FN1_EC-SMC	SET	517	-0.011202	-0.0053738	0.048977	0.59044
Global	Stroke-CES	19283	FN1_EC-SMC	SET	517	0.032454	0.0052424	0.035924	0.18317
Conditional	Stroke-CES	238	HDAC9_EC-SMC	SET	20	0.12096	0.033629	0.22958	0.2994
Global	Stroke-CES	19283	HDAC9_EC-SMC	SET	20	-0.03013	-0.00096988	0.16407	0.57285
Conditional	Stroke-CES	1365	JCAD_EC-SMC	SET	126	-0.10658	-0.030862	0.086533	0.89086
Global	Stroke-CES	19283	JCAD_EC-SMC	SET	126	-0.090046	-0.0072552	0.072302	0.8935
Conditional	Stroke-CES	1491	PHACTR1_EC-SMC	SET	67	-0.013857	-0.0028716	0.1099	0.55016
Global	Stroke-CES	19283	PHACTR1_EC-SMC	SET	67	-0.11678	-0.0068718	0.10326	0.87094
Conditional	Stroke-CES	1914	PLPP3_EC-SMC	SET	719	0.025581	0.012392	0.039993	0.26125
Global	Stroke-CES	19283	PLPP3_EC-SMC	SET	719	0.053107	0.010062	0.030466	0.040665
Conditional	Stroke-CES	3432	COMBINED_EC-SMC	SET	1641	0.0034946	0.0017459	0.028958	0.45198
Global	Stroke-CES	19273	COMBINED_EC-SMC	SET	1641	0.020003	0.005583	0.020908	0.16937
Conditional	Stroke-CES	1792	ARHGEF26_EC-only	SET	193	-0.041928	-0.013001	0.065712	0.73824
Global	Stroke-CES	19283	ARHGEF26_EC-only	SET	193	0.010007	0.00099616	0.056492	0.4297
Conditional	Stroke-CES	787	BCAS3_EC-only	SET	248	-0.05112	-0.023764	0.069428	0.76911
Global	Stroke-CES	19283	BCAS3_EC-only	SET	248	0.037519	0.0042276	0.054196	0.24439
Conditional	Stroke-CES	569	EDN1_EC-only	SET	198	-0.070619	-0.033668	0.083757	0.80025
Global	Stroke-CES	19283	EDN1_EC-only	SET	198	-0.059257	-0.0059738	0.058866	0.84294
Conditional	Stroke-CES	744	FN1_EC-only	SET	141	0.019754	0.0077471	0.086841	0.41006
Global	Stroke-CES	19283	FN1_EC-only	SET	141	0.046626	0.0039725	0.065772	0.2392
Conditional	Stroke-CES	1284	JCAD_EC-only	SET	33	0.10548	0.016698	0.17575	0.27425
Global	Stroke-CES	19283	JCAD_EC-only	SET	33	0.11783	0.0048706	0.14043	0.20072
Conditional	Stroke-CES	1251	PHACTR1_EC-only	SET	18	0.1087	0.012949	0.19084	0.28454
Global	Stroke-CES	19283	PHACTR1_EC-only	SET	18	-0.11679	-0.0035667	0.19612	0.72424
Conditional	Stroke-CES	1058	PLPP3_EC-only	SET	413	0.03855	0.018815	0.058372	0.25457
Global	Stroke-CES	19283	PLPP3_EC-only	SET	413	0.081094	0.011741	0.040048	0.021448
Conditional	Stroke-CES	2254	COMBINED_EC-only	SET	572	-0.014029	-0.0061063	0.041929	0.63102
Global	Stroke-CES	19275	COMBINED_EC-only	SET	572	0.010479	0.0017783	0.033543	0.37736
Conditional	Stroke-CES	706	ARHGEF26_SMC-only	SET	122	0.014348	0.0054285	0.091911	0.438
Global	Stroke-CES	19283	ARHGEF26_SMC-only	SET	122	0.037599	0.0029813	0.082881	0.32504
Conditional	Stroke-CES	414	BCAS3_SMC-only	SET	35	-0.085507	-0.023817	0.16431	0.69847
Global	Stroke-CES	19283	BCAS3_SMC-only	SET	35	-0.085182	-0.0036259	0.15057	0.7142
Conditional	Stroke-CES	777	EDN1_SMC-only	SET	193	0.034847	0.015067	0.076852	0.32518
Global	Stroke-CES	19283	EDN1_SMC-only	SET	193	0.028292	0.0028163	0.05954	0.31733
Conditional	Stroke-CES	1163	FN1_SMC-only	SET	301	0.014022	0.0061441	0.061847	0.41034
Global	Stroke-CES	19283	FN1_SMC-only	SET	301	0.04509	0.0055895	0.048446	0.176
Conditional	Stroke-CES	229	HDAC9_SMC-only	SET	19	0.22929	0.063384	0.22609	0.1558
Global	Stroke-CES	19283	HDAC9_SMC-only	SET	19	0.012816	0.0004021	0.17184	0.47027
Conditional	Stroke-CES	261	JCAD_SMC-only	SET	93	-0.22981	-0.11027	0.12283	0.96875
Global	Stroke-CES	19283	JCAD_SMC-only	SET	93	-0.16529	-0.011451	0.084399	0.9749
Conditional	Stroke-CES	1127	PHACTR1_SMC-only	SET	46	-0.023982	-0.0047472	0.13714	0.56939
Global	Stroke-CES	19283	PHACTR1_SMC-only	SET	46	-0.088707	-0.0043276	0.12528	0.76053
Conditional	Stroke-CES	1514	PLPP3_SMC-only	SET	187	0.00054152	0.00017823	0.064413	0.49665
Global	Stroke-CES	19283	PLPP3_SMC-only	SET	187	-0.025255	-0.002475	0.057943	0.66853
Conditional	Stroke-CES	1970	COMBINED_SMC-only	SET	502	0.04009	0.017474	0.04546	0.18898
Global	Stroke-CES	19274	COMBINED_SMC-only	SET	502	-0.013889	-0.0022121	0.036611	0.64779
Conditional	Stroke-CES	1647	ARHGEF26_EC-SMC-intersect	SET	8	-0.26102	-0.018153	0.33393	0.78273
Global	Stroke-CES	19283	ARHGEF26_EC-SMC-intersect	SET	8	-0.099605	-0.0020284	0.28943	0.63463
Conditional	Stroke-CES	706	BCAS3_EC-SMC-intersect	SET	9	0.26423	0.029663	0.31429	0.2004
Global	Stroke-CES	19283	BCAS3_EC-SMC-intersect	SET	9	0.31249	0.0067497	0.28502	0.13647
Conditional	Stroke-CES	588	EDN1_EC-SMC-intersect	SET	29	-0.22375	-0.04849	0.17632	0.89752
Global	Stroke-CES	19283	EDN1_EC-SMC-intersect	SET	29	-0.041356	-0.0016026	0.14793	0.61009
Conditional	Stroke-CES	1000	FN1_EC-SMC-intersect	SET	75	-0.094133	-0.024806	0.10462	0.81577
Global	Stroke-CES	19283	FN1_EC-SMC-intersect	SET	75	-0.040288	-0.0025077	0.091207	0.67065
Conditional	Stroke-CES	1427	PHACTR1_EC-SMC-intersect	SET	3	-0.74747	-0.034248	0.49126	0.93582
Global	Stroke-CES	19283	PHACTR1_EC-SMC-intersect	SET	3	-0.53151	-0.0066292	0.48457	0.86364
Conditional	Stroke-CES	1314	PLPP3_EC-SMC-intersect	SET	119	0.055522	0.01594	0.085534	0.25819
Global	Stroke-CES	19283	PLPP3_EC-SMC-intersect	SET	119	0.070865	0.0055499	0.070694	0.15808
Conditional	Stroke-CES	2358	COMBINED_EC-SMC-intersect	SET	567	0.013786	0.0058928	0.041278	0.36922
Global	Stroke-CES	19273	COMBINED_EC-SMC-intersect	SET	567	0.054349	0.0091841	0.034073	0.055359
Conditional	Stroke-SVS	1797	ARHGEF26_EC	SET	201	-0.056836	-0.017919	0.068068	0.79808
Global	Stroke-SVS	19160	ARHGEF26_EC	SET	201	-0.055135	-0.0056176	0.057618	0.83069
Conditional	Stroke-SVS	793	BCAS3_EC	SET	257	0.033586	0.015729	0.075173	0.32758
Global	Stroke-SVS	19160	BCAS3_EC	SET	257	0.090513	0.010413	0.056413	0.054318
Conditional	Stroke-SVS	596	EDN1_EC	SET	227	-0.092464	-0.044938	0.083756	0.86497
Global	Stroke-SVS	19160	EDN1_EC	SET	227	0.013653	0.0014773	0.058991	0.40849
Conditional	Stroke-SVS	442	FLT1_EC	SET	192	-0.28301	-0.14044	0.10312	0.99684
Global	Stroke-SVS	19160	FLT1_EC	SET	192	-0.0026041	-0.00025938	0.060644	0.51713
Conditional	Stroke-SVS	814	FN1_EC	SET	212	-0.049976	-0.021947	0.074978	0.74737
Global	Stroke-SVS	19160	FN1_EC	SET	212	-0.0034874	-0.00036481	0.056357	0.52467
Conditional	Stroke-SVS	1281	JCAD_EC	SET	33	0.20736	0.032863	0.16874	0.10967
Global	Stroke-SVS	19160	JCAD_EC	SET	33	0.12523	0.0051929	0.12687	0.16181
Conditional	Stroke-SVS	1251	PHACTR1_EC	SET	20	0.32532	0.04082	0.20079	0.052727
Global	Stroke-SVS	19160	PHACTR1_EC	SET	20	0.28583	0.00923	0.20003	0.076524
Conditional	Stroke-SVS	1174	PLPP3_EC	SET	532	0.031604	0.015739	0.054449	0.28087
Global	Stroke-SVS	19160	PLPP3_EC	SET	532	0.0090812	0.0014921	0.037459	0.40423
Conditional	Stroke-SVS	2802	COMBINED_EC	SET	1134	0.0063951	0.0031395	0.033402	0.42409
Global	Stroke-SVS	19152	COMBINED_EC	SET	1134	0.0012173	0.00028732	0.025932	0.48128
Conditional	Stroke-SVS	488	ADAMTS7_SMC	SET	172	-0.017375	-0.0083093	0.096504	0.5714
Global	Stroke-SVS	19160	ADAMTS7_SMC	SET	172	0.059722	0.0056332	0.067322	0.18752
Conditional	Stroke-SVS	710	ARHGEF26_SMC	SET	130	-0.039695	-0.015363	0.095989	0.66033
Global	Stroke-SVS	19160	ARHGEF26_SMC	SET	130	0.084691	0.0069525	0.07516	0.12992
Conditional	Stroke-SVS	420	BCAS3_SMC	SET	43	0.075924	0.023044	0.14713	0.30306
Global	Stroke-SVS	19160	BCAS3_SMC	SET	43	0.29921	0.014159	0.1315	0.011448
Conditional	Stroke-SVS	806	EDN1_SMC	SET	222	0.10488	0.046882	0.076533	0.085486
Global	Stroke-SVS	19160	EDN1_SMC	SET	222	0.08532	0.0091308	0.057943	0.070458
Conditional	Stroke-SVS	1173	EDNRA_SMC	SET	199	-0.12955	-0.048645	0.07098	0.96588
Global	Stroke-SVS	19160	EDNRA_SMC	SET	199	0.013149	0.0013331	0.059814	0.41301
Conditional	Stroke-SVS	1225	FN1_SMC	SET	370	0.081633	0.037496	0.057967	0.079661
Global	Stroke-SVS	19160	FN1_SMC	SET	370	0.046	0.0063304	0.044907	0.15285
Conditional	Stroke-SVS	228	HDAC9_SMC	SET	19	0.041054	0.011372	0.25152	0.43524
Global	Stroke-SVS	19160	HDAC9_SMC	SET	19	-0.076781	-0.0024167	0.19399	0.65387
Conditional	Stroke-SVS	259	JCAD_SMC	SET	91	-0.17669	-0.084512	0.13942	0.8969
Global	Stroke-SVS	19160	JCAD_SMC	SET	91	0.0083659	0.00057519	0.089395	0.46272
Conditional	Stroke-SVS	1126	PHACTR1_SMC	SET	49	0.27666	0.056468	0.14124	0.0252
Global	Stroke-SVS	19160	PHACTR1_SMC	SET	49	0.1979	0.0099953	0.12106	0.051071
Conditional	Stroke-SVS	1631	PLPP3_SMC	SET	306	0.049914	0.019493	0.059274	0.19994
Global	Stroke-SVS	19160	PLPP3_SMC	SET	306	0.002075	0.00026013	0.048397	0.4829
Conditional	Stroke-SVS	2518	COMBINED_SMC	SET	1060	0.039748	0.019628	0.037359	0.14373
Global	Stroke-SVS	19151	COMBINED_SMC	SET	1060	0.042545	0.0097287	0.026993	0.057505
Conditional	Stroke-SVS	1955	ARHGEF26_EC-SMC	SET	323	-0.046116	-0.017131	0.053694	0.80474
Global	Stroke-SVS	19160	ARHGEF26_EC-SMC	SET	323	-0.0064852	-0.00083492	0.04667	0.55526
Conditional	Stroke-SVS	985	BCAS3_EC-SMC	SET	291	0.025219	0.011512	0.067004	0.35336
Global	Stroke-SVS	19160	BCAS3_EC-SMC	SET	291	0.10687	0.013071	0.052644	0.021186
Conditional	Stroke-SVS	977	EDN1_EC-SMC	SET	420	0.064	0.0317	0.060142	0.14377
Global	Stroke-SVS	19160	EDN1_EC-SMC	SET	420	0.074673	0.010934	0.042696	0.040162
Conditional	Stroke-SVS	1427	FN1_EC-SMC	SET	509	0.040927	0.019612	0.050015	0.20667
Global	Stroke-SVS	19160	FN1_EC-SMC	SET	509	0.017167	0.0027608	0.038055	0.32595
Conditional	Stroke-SVS	236	HDAC9_EC-SMC	SET	20	-0.0036615	-0.0010219	0.24285	0.50601
Global	Stroke-SVS	19160	HDAC9_EC-SMC	SET	20	-0.03718	-0.0012006	0.18368	0.58021
Conditional	Stroke-SVS	1360	JCAD_EC-SMC	SET	124	-0.048553	-0.013982	0.091711	0.7017
